request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_138,734.09,affordable_with_plan,partial_payment,2026-04-07:734.09|2026-04-15:522.85,2026-04-15,none,"Pay EUR 734.09 today and the remaining EUR 522.85 on 15 April 2026. This completes the full request and keeps the EUR 2,300 minimum protected. The lowest projected balance with this plan is EUR 2,300 on 13 April 2026."
request_139,1240.24,affordable_with_plan,installments,2024-09-07:802.88|2024-10-08:802.88|2024-11-08:802.88,2024-10-15,stop:event_12741,"Stop the music subscription, then use 3 installments of USD 802.88, starting 7 September 2024. This leaves at least USD 1,500 available. The lowest projected balance with this plan is USD 1,550.13 on 12 November 2024."
request_140,1564.19,not_affordable,not_recommended,none,,none,"Do not make this payment by 4 March 2025. The full amount does not become safe within the 90-day forecast, and none of the available options keeps the ZAR 21,600 minimum protected. Without this purchase, the lowest projected balance is ZAR 23,164.19 on 12 February 2025."
request_141,18981.19,not_affordable,not_recommended,none,,none,"Do not make this payment by 12 February 2026. The full amount does not become safe within the 90-day forecast, and none of the available options keeps the INR 67,300 minimum protected. Without this purchase, the lowest projected balance is INR 86,281.19 on 14 January 2026."
request_142,1263.60,affordable_now,full_payment,2024-12-05:1263.60,2024-12-05,none,"Pay USD 1,263.60 today. This leaves at least USD 1,700 available over the next 90 days. The lowest projected balance with this plan is USD 4,633.35 on 7 December 2024."
request_143,2546.83,affordable_later,wait,2025-07-15:12584,2025-07-15,none,"Pay ZAR 12,584 in full on 15 July 2025. Paying earlier would take the balance below the ZAR 11,300 minimum. The lowest projected balance with this plan is ZAR 13,846.83 on 14 May 2025."
request_144,233.34,affordable_now,full_payment,2026-07-04:233.34,2026-07-04,none,Pay USD 233.34 today. This leaves at least USD 600 available over the next 90 days. The lowest projected balance with this plan is USD 615.05 on 12 July 2026.
request_145,27057.82,affordable_with_plan,installments,2024-03-20:75365.33|2024-04-20:75365.33|2024-05-21:75365.33,2024-04-15,none,"Use 3 installments of INR 75,365.33, starting 20 March 2024. This leaves at least INR 155,400 available. The lowest projected balance with this plan is INR 182,457.82 on 13 March 2024."
request_146,16093.18,not_affordable,not_recommended,none,,none,"Do not make this payment by 17 October 2025. The full amount does not become safe within the 90-day forecast, and none of the available options keeps the INR 108,600 minimum protected. Without this purchase, the lowest projected balance is INR 124,693.18 on 13 August 2025."
request_147,479.02,affordable_with_plan,installments,2026-04-08:391.63|2026-05-08:391.63|2026-06-07:391.63,2026-05-15,none,"Use 3 installments of EUR 391.63, starting 8 April 2026. This leaves at least EUR 900 available. The lowest projected balance with this plan is EUR 987.39 on 14 April 2026."
request_148,7076.47,affordable_with_plan,installments,2024-06-14:7710.56|2024-07-15:7710.56|2024-08-15:7710.56,2024-07-15,stop:event_13593,"Stop the community fitness plan, then use 3 installments of ZAR 7,710.56, starting 14 June 2024. This leaves at least ZAR 20,000 available. The lowest projected balance with this plan is ZAR 20,017.11 on 14 June 2024."
request_149,22260.16,affordable_with_plan,installments,2025-11-18:12706.03|2025-12-16:12706.03|2026-01-13:12706.03,2025-12-15,none,"Use 3 installments of ZAR 12,706.03, starting 18 November 2025. This leaves at least ZAR 42,100 available. The lowest projected balance with this plan is ZAR 47,620.69 on 13 January 2026."
request_150,255.86,affordable_with_plan,installments,2026-01-06:171.98|2026-02-05:171.98|2026-03-07:171.98,2026-03-15,reduce_to:event_13786:12.50,"Reduce the family streaming plan to EUR 12.50, then use 3 installments of EUR 171.98, starting 6 January 2026. This leaves at least EUR 700 available. The lowest projected balance with this plan is EUR 706.83 on 13 February 2026."
request_151,26999000,affordable_now,full_payment,2024-09-03:26999000,2024-09-03,none,"Pay IDR 26,999,000 today. This leaves at least IDR 31,633,600 available over the next 90 days. The lowest projected balance with this plan is IDR 32,199,877.78 on 14 September 2024."
request_152,11055.98,affordable_with_plan,installments,2025-02-12:4812.43|2025-03-12:4812.43|2025-04-09:4812.43,2025-03-15,none,"Use 3 installments of ZAR 4,812.43, starting 12 February 2025. This leaves at least ZAR 11,900 available. The lowest projected balance with this plan is ZAR 12,048.70 on 12 April 2025."
request_153,13.59,not_affordable,not_recommended,none,,none,"Do not make this payment by 24 September 2026. The full amount does not become safe within the 90-day forecast, and none of the available options keeps the USD 1,400 minimum protected. Without this purchase, the lowest projected balance is USD 1,413.59 on 14 July 2026."
request_154,1625.80,affordable_with_plan,installments,2024-12-04:563.61|2025-01-04:563.61|2025-02-04:563.61,2024-12-04,none,"Use 3 installments of EUR 563.61, starting 4 December 2024. This leaves at least EUR 1,300 available. The lowest projected balance with this plan is EUR 2,726.77 on 13 February 2025."
request_155,112500,affordable_now,full_payment,2025-05-06:112500,2025-05-06,none,"Pay INR 112,500 today. This leaves at least INR 56,300 available over the next 90 days. The lowest projected balance with this plan is INR 76,456.46 on 14 May 2025."
request_156,8543.43,affordable_later,wait,2026-06-15:43076,2026-06-15,none,"Pay ZAR 43,076 in full on 15 June 2026. Paying earlier would take the balance below the ZAR 26,900 minimum. The lowest projected balance with this plan is ZAR 35,443.43 on 11 April 2026."
request_157,4710339.55,affordable_later,wait,2024-04-15:23503000,2024-04-15,none,"Pay IDR 23,503,000 in full on 15 April 2024. Paying earlier would take the balance below the IDR 15,714,100 minimum. The lowest projected balance with this plan is IDR 20,424,439.55 on 14 March 2024."
request_158,242600,affordable_with_plan,installments,2025-08-07:84101.33|2025-09-04:84101.33|2025-10-02:84101.33,2025-08-07,none,"Use 3 installments of INR 84,101.33, starting 7 August 2025. This leaves at least INR 131,400 available. The lowest projected balance with this plan is INR 647,441.89 on 7 August 2025."
request_159,159.61,not_affordable,not_recommended,none,,none,"Do not make this payment by 20 March 2026. The full amount does not become safe within the 90-day forecast, and none of the available options keeps the ZAR 8,700 minimum protected. Without this purchase, the lowest projected balance is ZAR 8,859.61 on 4 April 2026."
request_160,570.29,affordable_with_plan,installments,2024-06-13:432.05|2024-07-14:432.05|2024-08-14:432.05,2024-07-15,none,"Use 3 installments of EUR 432.05, starting 13 June 2024. This leaves at least EUR 1,200 available. The lowest projected balance with this plan is EUR 1,338.24 on 13 June 2024."
request_161,6758652.93,affordable_later,wait,2026-01-15:21204000,2026-01-15,none,"Pay IDR 21,204,000 in full on 15 January 2026. Paying earlier would take the balance below the IDR 23,010,400 minimum. The lowest projected balance with this plan is IDR 29,769,052.93 on 13 November 2025."
request_162,1333326.79,not_affordable,not_recommended,none,,none,"Do not make this payment by 26 August 2026. The full amount does not become safe within the 90-day forecast, and none of the available options keeps the IDR 24,161,100 minimum protected. Without this purchase, the lowest projected balance is IDR 25,494,426.79 on 13 July 2026."
request_163,8770917.45,affordable_with_plan,installments,2024-09-10:6692053.33|2024-10-11:6692053.33|2024-11-11:6692053.33,2024-09-15,none,"Use 3 installments of IDR 6,692,053.33, starting 10 September 2024. This leaves at least IDR 26,728,700 available. The lowest projected balance with this plan is IDR 28,807,564.12 on 14 September 2024."
request_164,27018000,affordable_with_plan,installments,2025-02-11:9366240|2025-03-11:9366240|2025-04-08:9366240,2025-02-04,none,"Use 3 installments of IDR 9,366,240, starting 11 February 2025. This leaves at least IDR 29,550,500 available. The lowest projected balance with this plan is IDR 49,628,765.99 on 13 February 2025."
request_165,80600,affordable_now,full_payment,2026-04-06:80600,2026-04-06,none,"Pay INR 80,600 today. This leaves at least INR 95,000 available over the next 90 days. The lowest projected balance with this plan is INR 103,303.63 on 2 July 2026."
request_166,2907.60,affordable_with_plan,installments,2024-12-03:1007.97|2025-01-03:1007.97|2025-02-03:1007.97,2024-12-03,none,"Use 3 installments of USD 1,007.97, starting 3 December 2024. This leaves at least USD 1,700 available. The lowest projected balance with this plan is USD 7,091.63 on 7 February 2025."
request_167,43802,affordable_now,full_payment,2025-05-05:43802,2025-05-05,none,"Pay ZAR 43,802 today. This leaves at least ZAR 31,200 available over the next 90 days. The lowest projected balance with this plan is ZAR 36,564.68 on 19 May 2025."
request_168,30989.72,affordable_with_plan,partial_payment,2026-01-07:30989.72|2026-02-15:18390.28,2026-02-15,none,"Pay INR 30,989.72 today and the remaining INR 18,390.28 on 15 February 2026. This completes the full request and keeps the INR 114,400 minimum protected. The lowest projected balance with this plan is INR 114,400 on 13 January 2026."
request_169,41976,affordable_now,full_payment,2024-03-04:41976,2024-03-04,none,"Pay ZAR 41,976 today. This leaves at least ZAR 18,700 available over the next 90 days. The lowest projected balance with this plan is ZAR 23,665.60 on 14 March 2024."
request_170,30134936,affordable_with_plan,installments,2025-08-06:12804480|2025-09-03:12804480|2025-10-01:12804480,2025-09-15,none,"Use 3 installments of IDR 12,804,480, starting 6 August 2025. This leaves at least IDR 24,715,800 available. The lowest projected balance with this plan is IDR 32,265,469.79 on 14 October 2025."
request_171,34.86,not_affordable,not_recommended,none,,none,"Do not make this payment by 10 September 2026. The full amount does not become safe within the 90-day forecast, and none of the available options keeps the EUR 500 minimum protected. Without this purchase, the lowest projected balance is EUR 534.86 on 12 July 2026."
request_172,9162.52,affordable_with_plan,partial_payment,2024-06-05:9162.52|2024-06-15:1037.48,2024-06-15,none,"Pay ZAR 9,162.52 today and the remaining ZAR 1,037.48 on 15 June 2024. This completes the full request and keeps the ZAR 27,200 minimum protected. The lowest projected balance with this plan is ZAR 27,200 on 12 June 2024."
request_173,55130.45,affordable_with_plan,installments,2025-11-21:39173.33|2025-12-19:39173.33|2026-01-16:39173.33,2026-01-15,none,"Use 3 installments of INR 39,173.33, starting 21 November 2025. This leaves at least INR 79,100 available. The lowest projected balance with this plan is INR 91,076.77 on 14 January 2026."
request_174,1146.20,affordable_with_plan,installments,2026-04-04:397.35|2026-05-04:397.35|2026-06-03:397.35,2026-04-04,none,"Use 3 installments of EUR 397.35, starting 4 April 2026. This leaves at least EUR 700 available. The lowest projected balance with this plan is EUR 754.38 on 3 July 2026."
request_175,2346.30,affordable_now,full_payment,2024-09-06:2346.30,2024-09-06,none,"Pay EUR 2,346.30 today. This leaves at least EUR 1,700 available over the next 90 days. The lowest projected balance with this plan is EUR 1,908.16 on 14 September 2024."
request_176,365.24,affordable_later,wait,2025-04-15:1239.70,2025-04-15,none,"Pay EUR 1,239.70 in full on 15 April 2025. Paying earlier would take the balance below the EUR 600 minimum. The lowest projected balance with this plan is EUR 710.07 on 1 May 2025."
request_177,1017.60,affordable_now,full_payment,2026-01-05:1017.60,2026-01-05,none,"Pay USD 1,017.60 today. This leaves at least USD 1,300 available over the next 90 days. The lowest projected balance with this plan is USD 1,387.24 on 14 January 2026."
request_178,2938.10,affordable_with_plan,installments,2024-12-07:1018.54|2025-01-07:1018.54|2025-02-07:1018.54,2024-12-07,none,"Use 3 installments of EUR 1,018.54, starting 7 December 2024. This leaves at least EUR 1,400 available. The lowest projected balance with this plan is EUR 6,622.12 on 7 February 2025."
request_179,6474755.22,affordable_later,wait,2025-07-15:41648000,2025-07-15,none,"Pay IDR 41,648,000 in full on 15 July 2025. Paying earlier would take the balance below the IDR 41,430,800 minimum. The lowest projected balance with this plan is IDR 47,905,555.22 on 13 May 2025."
request_180,66500,affordable_now,full_payment,2026-07-06:66500,2026-07-06,none,"Pay INR 66,500 today. This leaves at least INR 37,300 available over the next 90 days. The lowest projected balance with this plan is INR 47,526.42 on 12 July 2026."
request_181,287.07,not_affordable,not_recommended,none,,none,"Do not make this payment by 7 April 2024. The full amount does not become safe within the 90-day forecast, and none of the available options keeps the USD 2,000 minimum protected. Without this purchase, the lowest projected balance is USD 2,287.07 on 12 March 2024."
request_182,65714,affordable_now,full_payment,2025-08-05:65714,2025-08-05,none,"Pay ZAR 65,714 today. This leaves at least ZAR 31,100 available over the next 90 days. The lowest projected balance with this plan is ZAR 42,468.20 on 13 August 2025."
request_183,22905949.02,affordable_with_plan,installments,2026-04-10:9313546.67|2026-05-10:9313546.67|2026-06-09:9313546.67,2026-05-15,none,"Use 3 installments of IDR 9,313,546.67, starting 10 April 2026. This leaves at least IDR 11,878,300 available. The lowest projected balance with this plan is IDR 14,091,151.65 on 14 June 2026."
request_184,7631.21,not_affordable,not_recommended,none,,none,"Do not make this payment by 30 July 2024. The full amount does not become safe within the 90-day forecast, and none of the available options keeps the INR 110,800 minimum protected. Without this purchase, the lowest projected balance is INR 118,431.21 on 13 June 2024."
request_185,317.59,affordable_later,wait,2026-01-15:1257.30,2026-01-15,none,"Pay EUR 1,257.30 in full on 15 January 2026. Paying earlier would take the balance below the EUR 1,300 minimum. The lowest projected balance with this plan is EUR 1,617.59 on 13 November 2025."
request_186,4245.48,affordable_later,wait,2026-03-15:26554,2026-03-15,none,"Pay ZAR 26,554 in full on 15 March 2026. Paying earlier would take the balance below the ZAR 22,000 minimum. The lowest projected balance with this plan is ZAR 26,245.48 on 13 January 2026."
request_187,38314.30,affordable_later,wait,2024-11-15:187500,2024-11-15,none,"Pay INR 187,500 in full on 15 November 2024. Paying earlier would take the balance below the INR 128,300 minimum. The lowest projected balance with this plan is INR 166,614.30 on 13 September 2024."
request_188,105.28,not_affordable,not_recommended,none,,none,"Do not make this payment by 4 March 2025. The full amount does not become safe within the 90-day forecast, and none of the available options keeps the EUR 900 minimum protected. Without this purchase, the lowest projected balance is EUR 1,005.28 on 13 February 2025."
request_189,488.40,affordable_now,full_payment,2026-07-04:488.40,2026-07-04,none,Pay EUR 488.40 today. This leaves at least EUR 400 available over the next 90 days. The lowest projected balance with this plan is EUR 473.44 on 11 July 2026.
request_190,501.60,affordable_later,wait,2025-02-15:2557.50,2025-02-15,none,"Pay EUR 2,557.50 in full on 15 February 2025. Paying earlier would take the balance below the EUR 1,600 minimum. The lowest projected balance with this plan is EUR 2,101.60 on 14 December 2024."
request_191,664.40,affordable_now,full_payment,2025-05-03:664.40,2025-05-03,none,Pay EUR 664.40 today. This leaves at least EUR 500 available over the next 90 days. The lowest projected balance with this plan is EUR 599.96 on 14 May 2025.
request_192,94.78,not_affordable,not_recommended,none,,none,"Do not make this payment by 11 May 2026. The full amount does not become safe within the 90-day forecast, and none of the available options keeps the USD 1,000 minimum protected. Without this purchase, the lowest projected balance is USD 1,094.78 on 11 May 2026."
request_193,32.93,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,2024-04-15,none,"Use 3 installments of EUR 420.23, starting 21 March 2024. This leaves at least EUR 1,000 available. The lowest projected balance with this plan is EUR 1,032.93 on 14 March 2024."
request_194,33965.25,affordable_later,wait,2025-10-23:132800,2025-10-23,none,"Pay INR 132,800 in full on 23 October 2025. Paying earlier would take the balance below the INR 113,600 minimum. The lowest projected balance with this plan is INR 147,565.25 on 17 August 2025."
request_195,963.37,affordable_with_plan,installments,2026-01-09:405.74|2026-02-08:405.74|2026-03-10:405.74,2026-02-15,none,"Use 3 installments of EUR 405.74, starting 9 January 2026. This leaves at least EUR 700 available. The lowest projected balance with this plan is EUR 814.31 on 14 March 2026."
request_196,762.30,affordable_now,full_payment,2024-06-03:762.30,2024-06-03,none,Pay EUR 762.30 today. This leaves at least EUR 500 available over the next 90 days. The lowest projected balance with this plan is EUR 666.40 on 10 June 2024.
request_197,50939000,affordable_with_plan,installments,2025-11-19:17658853.33|2025-12-17:17658853.33|2026-01-14:17658853.33,2025-11-05,none,"Use 3 installments of IDR 17,658,853.33, starting 19 November 2025. This leaves at least IDR 26,245,900 available. The lowest projected balance with this plan is IDR 34,179,942.28 on 14 January 2026."
request_198,185800,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,"Pay INR 185,800 today. This leaves at least INR 124,300 available over the next 90 days. The lowest projected balance with this plan is INR 159,022.10 on 14 July 2026."
request_199,23674000,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"Use 3 installments of IDR 8,206,986.67, starting 7 September 2024. This leaves at least IDR 25,359,500 available. The lowest projected balance with this plan is IDR 39,264,491.86 on 16 November 2024."
request_200,21717000,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,"Pay IDR 21,717,000 today. This leaves at least IDR 20,114,600 available over the next 90 days. The lowest projected balance with this plan is IDR 24,185,465.49 on 13 February 2025."
request_201,23997000,affordable_now,full_payment,2026-04-03:23997000,2026-04-03,none,"Pay IDR 23,997,000 today. This leaves at least IDR 17,304,500 available over the next 90 days. The lowest projected balance with this plan is IDR 19,400,568.92 on 2 July 2026."
request_202,123900,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,"Pay INR 123,900 today. This leaves at least INR 147,800 available over the next 90 days. The lowest projected balance with this plan is INR 168,407.66 on 14 December 2024."
request_203,1442.10,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,"Use 3 installments of EUR 499.93, starting 10 May 2025. This leaves at least EUR 1,400 available. The lowest projected balance with this plan is EUR 7,359.25 on 11 May 2025."
request_204,569.41,affordable_later,wait,2026-01-15:588.74,2026-01-15,none,"Pay EUR 588.74 in full on 15 January 2026. Paying earlier would take the balance below the EUR 1,300 minimum. The lowest projected balance with this plan is EUR 1,378.94 on 13 February 2026."
request_205,10621000,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,"Pay IDR 10,621,000 today. This leaves at least IDR 13,994,300 available over the next 90 days. The lowest projected balance with this plan is IDR 15,529,566.13 on 13 March 2024."
request_206,1404.70,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"Use 3 installments of EUR 486.96, starting 3 August 2025. This leaves at least EUR 900 available. The lowest projected balance with this plan is EUR 4,136.50 on 7 September 2025."
request_207,4335.94,affordable_later,wait,2026-07-15:11830,2026-07-15,none,"Pay ZAR 11,830 in full on 15 July 2026. Paying earlier would take the balance below the ZAR 13,600 minimum. The lowest projected balance with this plan is ZAR 15,048.18 on 12 August 2026."
request_208,3023808.72,affordable_later,wait,2024-06-15:4413000,2024-06-15,none,"Pay IDR 4,413,000 in full on 15 June 2024. Paying earlier would take the balance below the IDR 10,470,700 minimum. The lowest projected balance with this plan is IDR 12,257,743.52 on 11 July 2024."
request_209,1585.14,not_affordable,not_recommended,none,,none,"Do not make this payment by 25 November 2025. The full amount does not become safe within the 90-day forecast, and none of the available options keeps the ZAR 18,400 minimum protected. Without this purchase, the lowest projected balance is ZAR 19,985.14 on 14 November 2025."
request_210,830.87,affordable_with_plan,partial_payment,2026-04-06:830.87|2026-04-15:529.15,2026-04-15,none,"Pay USD 830.87 today and the remaining USD 529.15 on 15 April 2026. This completes the full request and keeps the USD 2,000 minimum protected. The lowest projected balance with this plan is USD 2,000 on 13 April 2026."
request_211,272.30,affordable_later,wait,2024-11-15:1788.60,2024-11-15,none,"Pay EUR 1,788.60 in full on 15 November 2024. Paying earlier would take the balance below the EUR 1,500 minimum. The lowest projected balance with this plan is EUR 1,772.30 on 13 September 2024."
request_212,4237748.30,not_affordable,not_recommended,none,,none,"Do not make this payment by 28 February 2025. The full amount does not become safe within the 90-day forecast, and none of the available options keeps the IDR 29,579,800 minimum protected. Without this purchase, the lowest projected balance is IDR 33,817,548.30 on 16 February 2025."
request_213,3362.40,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,stop:event_19549,"Stop the streaming subscription, then use 3 installments of USD 1,165.63, starting 21 January 2026. This leaves at least USD 2,100 available. The lowest projected balance with this plan is USD 2,148.54 on 7 April 2026."
request_214,39659.41,affordable_with_plan,partial_payment,2024-12-04:39659.41|2024-12-15:30090.59,2024-12-15,none,"Pay INR 39,659.41 today and the remaining INR 30,090.59 on 15 December 2024. This completes the full request and keeps the INR 174,900 minimum protected. The lowest projected balance with this plan is INR 174,900 on 14 December 2024."
request_215,29986,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,"Use 3 installments of ZAR 10,395.15, starting 9 May 2025. This leaves at least ZAR 15,700 available. The lowest projected balance with this plan is ZAR 18,699.65 on 4 August 2025."
request_216,472.98,affordable_later,wait,2026-09-15:3332.40,2026-09-15,none,"Pay USD 3,332.40 in full on 15 September 2026. Paying earlier would take the balance below the USD 1,800 minimum. The lowest projected balance with this plan is USD 2,272.98 on 9 July 2026."
request_217,19333.87,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-05-15,none,"Use 3 installments of ZAR 12,889.07, starting 19 March 2024. This leaves at least ZAR 26,800 available. The lowest projected balance with this plan is ZAR 32,587.03 on 12 May 2024."
request_218,24512439.25,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-09-15,none,"Use 3 installments of IDR 21,195,893.33, starting 7 August 2025. This leaves at least IDR 34,477,200 available. The lowest projected balance with this plan is IDR 37,793,745.92 on 14 August 2025."
request_219,697.51,affordable_with_plan,installments,2026-04-07:580.01|2026-05-07:580.01|2026-06-06:580.01,2026-05-15,none,"Use 3 installments of EUR 580.01, starting 7 April 2026. This leaves at least EUR 1,100 available. The lowest projected balance with this plan is EUR 1,165.31 on 14 May 2026."
request_220,67.68,not_affordable,not_recommended,none,,none,"Do not make this payment by 3 July 2024. The full amount does not become safe within the 90-day forecast, and none of the available options keeps the EUR 1,100 minimum protected. Without this purchase, the lowest projected balance is EUR 1,167.68 on 13 June 2024."
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,"Pay INR 109,800 today. This leaves at least INR 81,500 available over the next 90 days. The lowest projected balance with this plan is INR 102,747.12 on 13 November 2025."
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,"Pay ZAR 34,078 today. This leaves at least ZAR 27,300 available over the next 90 days. The lowest projected balance with this plan is ZAR 82,039.80 on 7 January 2026."
request_223,898.70,affordable_now,full_payment,2024-09-07:898.70,2024-09-07,none,Pay EUR 898.70 today. This leaves at least EUR 800 available over the next 90 days. The lowest projected balance with this plan is EUR 990.90 on 14 September 2024.
request_224,9840591.09,affordable_with_plan,partial_payment,2025-02-04:9840591.09|2025-02-15:486408.91,2025-02-15,none,"Pay IDR 9,840,591.09 today and the remaining IDR 486,408.91 on 15 February 2025. This completes the full request and keeps the IDR 22,187,600 minimum protected. The lowest projected balance with this plan is IDR 22,187,600 on 12 February 2025."
request_225,9489876.56,affordable_with_plan,installments,2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120,2026-09-15,none,"Use 3 installments of IDR 7,647,120, starting 20 July 2026. This leaves at least IDR 17,670,700 available. The lowest projected balance with this plan is IDR 21,258,495.80 on 12 September 2026."
request_226,157000,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,"Pay INR 157,000 today. This leaves at least INR 209,400 available over the next 90 days. The lowest projected balance with this plan is INR 236,721.98 on 13 December 2024."
request_227,7183.96,not_affordable,not_recommended,none,,none,"Do not make this payment by 20 June 2025. The full amount does not become safe within the 90-day forecast, and none of the available options keeps the INR 62,900 minimum protected. Without this purchase, the lowest projected balance is INR 70,083.96 on 14 May 2025."
request_228,1707845.93,not_affordable,not_recommended,none,,none,"Do not make this payment by 30 April 2026. The full amount does not become safe within the 90-day forecast, and none of the available options keeps the IDR 26,191,200 minimum protected. Without this purchase, the lowest projected balance is IDR 27,899,045.93 on 13 April 2026."
request_229,429.09,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-05-15,none,"Use 3 installments of EUR 529.29, starting 18 March 2024. This leaves at least EUR 1,000 available. The lowest projected balance with this plan is EUR 1,196.63 on 14 April 2024."
request_230,3537.60,affordable_now,full_payment,2025-08-06:3537.60,2025-08-06,none,"Pay EUR 3,537.60 today. This leaves at least EUR 2,000 available over the next 90 days. The lowest projected balance with this plan is EUR 3,972.08 on 14 August 2025."
request_231,30949.40,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-02-15,none,"Use 3 installments of ZAR 12,378.08, starting 6 January 2026. This leaves at least ZAR 24,300 available. The lowest projected balance with this plan is ZAR 30,528.18 on 14 March 2026."
request_232,576.62,affordable_later,wait,2024-08-15:1970.10,2024-08-15,none,"Pay EUR 1,970.10 in full on 15 August 2024. Paying earlier would take the balance below the EUR 2,400 minimum. The lowest projected balance with this plan is EUR 2,976.62 on 14 July 2024."
request_233,3753923.27,affordable_with_plan,partial_payment,2025-11-07:3753923.27|2025-11-15:2487076.73,2025-11-15,none,"Pay IDR 3,753,923.27 today and the remaining IDR 2,487,076.73 on 15 November 2025. This completes the full request and keeps the IDR 10,365,700 minimum protected. The lowest projected balance with this plan is IDR 10,365,700 on 14 November 2025."
request_234,183.23,affordable_later,wait,2026-09-15:1213.30,2026-09-15,none,"Pay EUR 1,213.30 in full on 15 September 2026. Paying earlier would take the balance below the EUR 700 minimum. The lowest projected balance with this plan is EUR 883.23 on 12 July 2026."
request_235,967.20,affordable_now,full_payment,2024-09-06:967.20,2024-09-06,none,Pay USD 967.20 today. This leaves at least USD 700 available over the next 90 days. The lowest projected balance with this plan is USD 817.59 on 14 September 2024.
request_236,6091310.80,not_affordable,not_recommended,none,,none,"Do not make this payment by 23 February 2025. The full amount does not become safe within the 90-day forecast, and none of the available options keeps the IDR 16,768,600 minimum protected. Without this purchase, the lowest projected balance is IDR 22,859,910.80 on 13 February 2025."
request_237,23826000,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,"Pay IDR 23,826,000 today. This leaves at least IDR 22,431,500 available over the next 90 days. The lowest projected balance with this plan is IDR 27,519,850.03 on 2 July 2026."
request_238,663.60,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,"Use 3 installments of USD 230.05, starting 7 December 2024. This leaves at least USD 700 available. The lowest projected balance with this plan is USD 1,444.27 on 14 January 2025."
request_239,642,affordable_now,full_payment,2025-05-04:642,2025-05-04,none,Pay USD 642 today. This leaves at least USD 600 available over the next 90 days. The lowest projected balance with this plan is USD 657.58 on 14 May 2025.
request_240,13780.66,not_affordable,not_recommended,none,,none,"Do not make this payment by 20 March 2026. The full amount does not become safe within the 90-day forecast, and none of the available options keeps the INR 52,800 minimum protected. Without this purchase, the lowest projected balance is INR 66,580.66 on 12 January 2026."
request_241,21052000,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Use 3 installments of IDR 7,298,026.67, starting 17 March 2024. This leaves at least IDR 19,252,000 available. The lowest projected balance with this plan is IDR 26,030,980.30 on 18 May 2024."
request_242,22.65,not_affordable,not_recommended,none,,none,"Do not make this payment by 25 August 2025. The full amount does not become safe within the 90-day forecast, and none of the available options keeps the EUR 600 minimum protected. Without this purchase, the lowest projected balance is EUR 622.65 on 14 August 2025."
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,"Pay ZAR 17,468 today. This leaves at least ZAR 19,900 available over the next 90 days. The lowest projected balance with this plan is ZAR 22,848.98 on 12 July 2026."
request_244,49918,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,"Pay ZAR 49,918 today. This leaves at least ZAR 45,900 available over the next 90 days. The lowest projected balance with this plan is ZAR 56,736.43 on 12 June 2024."
request_245,24993.59,affordable_later,wait,2026-01-15:128500,2026-01-15,none,"Pay INR 128,500 in full on 15 January 2026. Paying earlier would take the balance below the INR 94,600 minimum. The lowest projected balance with this plan is INR 119,593.59 on 14 November 2025."
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Use 3 installments of ZAR 22,216.48, starting 3 April 2026. This leaves at least ZAR 39,300 available. The lowest projected balance with this plan is ZAR 49,219.34 on 13 June 2026."
